股票代码,股票名称,涨跌字符串
sz000639,西王食品,000101010110101100100010100001011000011001101110100000011001
sz001390,古麒绒材,100000101101100011101
sz301373,凌玮科技,011001111010101110101010101000101000110101101101101000011100
sz002932,明德生物,011000111010101101101110100010011000010111010110100100111000
sz300111,向日葵,010101111110101101001101100011111001011101101100100000010000
sz002614,奥佳华,101000101110101110001010111000101000010101100101001000011111
sz300161,华中数控,001000101110111110101110101000101000100101010100001110011100
sz002907,华森制药,010101111110101101001001010011100101011111000101101000011001
sz300430,诚益通,110001101000111010101111100111010000111111001100101101011101
sz300784,利安科技,011001111111001110001010101000101011010101101101101000011101
sz001300,三柏硕,011100111100101100111011010010111100101111101110101110011000
sz002082,万邦德,010100111110101011001011100001101100011111111100101000011001
sz001269,欧晶科技,010000111000001100011110101110111000110101111101001010011101
sz002765,蓝黛科技,001100101100011010101110101000100101100100110101101100011100
sz002813,路畅科技,111100101100111010001110101100100000100101100001001100010100
sz000415,渤海租赁,011000101100000101111110001010010110000101101001001100011101
sz300181,佐力药业,110101110110101111001010111001101001010111000110101010011000
sz300103,达刚控股,010101111000101010001110101001011000110101111101001010011100
sz000663,永安林业,011101110100101100001100110101010010111001101100101101010010
sz300907,康平科技,111100101010101011001110101000001000100101010101100000011111
sz300406,九强生物,011001110100111000001110011000011001010111100100101001110101
sz301190,善水科技,010101101010100010000011100110111101010101011101100000010000
sz300577,开润股份,011001100111101101100011010100101000111101100101101000101101
sz300258,精锻科技,001000101010111010001110101001100001100001010101001000011100
sz000068,华控赛格,111100111100101000001010100010011000110101001101001100011001
sz301273,瑞晨环保,011001111010111010101110110000101000000100101101000000011011
sz300848,美瑞新材,111111101000001010101010101100101111000101101101001000011100
sz300444,双杰电气,100001101110001000101010101010111010101101110001001110111101
sz002729,好利科技,111100111100101110101110101000101000110101111101101011011101
sz002081,金 螳 螂,011101101000111100101110001010010100110110101001000100101111
sz300439,美康生物,011101111011001000001111100000101001010111100100101100011001
sz001360,南矿集团,011101111100111110101011101000111000110101101101001010011001
sz001288,运机集团,000000111110011010101110101000101100001100110101001010101101
sz300952,恒辉安防,001000101000001011001110001010101010101101110100101001011101
sz300440,运达科技,111001101011101011001111100000001010111110110101111011011100
sz002811,郑中设计,011100111100111010101010110001011001100001100101001000011001
sz002403,爱仕达,001101111000001010101110101010101110111001100101101000011101
sz301608,博实结,101001101000111010101111100010101000111101110110100110011001
sz301316,慧博云通,110011001000100111001111100011010000010000011100101110011100
sz002572,索菲亚,011101100001100100001011100001011000101101010001001100111101
sz002111,威海广泰,010000101100101010100111101000010010010111010101111110011111
sz002060,广东建工,010101110100111101100011100010011100110100011100001100111100
sz301199,迈赫股份,001000101010101010111111001000101000100101101001001010011110
sz000859,国风新材,010001111100111101001011101110111101110101110100101100111101
sz000404,长虹华意,011000111010110110101010101000111000000101100001000000111101
sz300945,曼卡龙,111001110110001110011010011101111101111101100111100000010011
sz002049,紫光国微,011100101000001000101010101010110010100101110100001010011100
sz000028,国药一致,010101110010111100001010101010011100010111100110100000111101
sz002136,安 纳 达,010100101100101110001011101010110111100001000101001000111000
sz002148,北纬科技,011100101110111110101110101000111000101101111001001010011111
sz002790,瑞尔特,001100110010101101001010101000011000111101101101101100111000
sz001356,富岭股份,111110110100101010101110001010101001100101100101101000111100
sz000761,本钢板材,111100110100111010010011000010010111110000100100001100011000
sz002311,海大集团,110101110101101101011100110010011110110011100111000001101101
sz300044,ST赛为,000110110110000101000110111001011100100100100111000011011010
sz002284,亚太股份,011000111110010010001110100100100000000101010000101010011100
sz000911,广农糖业,011101111100101100000001000011011100111001101101001000111101
sz300957,贝泰妮,011101110010101001101110111101011000110001100110100000011101
sz301198,喜悦智行,010001111010101111001110100000111000100101011101001000011000
sz002608,江苏国信,110101111101101101100010111010011100110100001001010110001101
sz300026,红日药业,110101101100101101001111100010101101110111000100001000111001
sz002669,康达新材,011000111110111111011111111000110001110101011100110010011011
sz001368,通达创智,011100111000100000111011101001101000110101101111001000011001
sz300505,川金诺,010101110110111101101011101111110100110101111100101110111001
sz000925,众合科技,000100101000111110001110101000101000101101111111101000011100
sz002154,报 喜 鸟,011101110010101010000111101000011000111101100101001100111101
sz301008,宏昌科技,001000111010111110011111101010101000100101110100101000011101
sz002290,禾盛新材,001000111100111111000111001100100101010011101100001000101001
sz300358,楚天科技,011101111000111100001111101000011000010101100100101100111100
sz002526,山东矿机,001001101100011010001110101000111000101101010101001100011101
sz300598,诚迈科技,001101101000111010001110111010100000100101110101001100011100
sz300020,ST银江,010010011111001101000000111101011000100100100110001100011000
sz002689,远大智能,001100111100111010001110111010111000100101110101000100011001
sz001313,粤海饲料,001101100100101010111101100010010000010100101101001000011001
sz003038,鑫铂股份,101000101000001110101111000100111100100101101111100110011100
sz002912,中新赛克,101000101010111110100110101000011000100101111100101110011110
sz001338,永顺泰,011101111011101101100011000001011000111011100001101000111001
sz301381,赛维时代,001001110110101100000110101100001010000101000101101000011100
sz300618,寒锐钴业,100101101100111010000110101010100100100101101101101100011000
sz300007,汉威科技,001001111000001111101111101000100100100101110000001111011100
sz002832,比音勒芬,011001111110100101000010100100011110001101100101001000011101
sz301589,诺瓦星云,011001110000100010100110101000001000100101011011101010111101
sz001270,*ST铖昌,001110101101010111011011101000110000110111000100001010011101
sz300486,东杰智能,010101101010011110101110101010101100110101000101001110111100
sz002322,理工能科,011000101110011010101110100000111000101100110100001010011101
sz301313,凡拓数创,111101110010101000101110100000111000100101111000101100011101
sz300338,ST开元,111100110111001011000010010010110100010011011000001000011011
sz300034,钢研高纳,010001111000101000101111101000011000100110110000001110011101
sz001213,中铁特货,010101101001000100100011101010010000011111000001000100011110
sz301252,同星科技,001001101010111111001110101000101000100101111100001011011110
sz002458,益生股份,010101010100101001000001000100011000010110110001000000111101
sz300109,新开源,110001111110101010101111001010010101100111110100101011011101
sz002255,海陆重工,111100111110111010001011101011110001101101000100101000011101
sz002423,中粮资本,001101110100001100000110101010001100100101110101101100011101
sz002101,广东鸿图,001000101100111110000110101000101000110100100101101100011100
sz300355,蒙草生态,100101111000011100101010101010011000110101011101001000011101
sz300194,福安药业,010101101110111100001010100010101101010111000110101000011101
sz002878,元隆雅图,001100111110101000111110100010111000111100010101111001010011
sz000900,现代投资,010001110101101101101011010010010100111111101011100100111101
sz301062,上海艾录,011001101100101110001111110000011000110101101101001100011001
sz301239,普瑞眼科,011101110010001001001110001000011000100101100100000000011101
sz300432,富临精工,001101101000011010101110101000100001000101110001001000011100
sz000899,赣能股份,110101110110101011100011110100111100100100100110000100111101
sz300958,建工修复,110101110100110110001110100010111000111101011101010110010011
sz000158,常山北明,000001111110111000111110011010100100100101110101001010011101
sz301195,北路智控,011001101000111110011110101000101000110100011000101010011101
sz002713,*ST东易,000000111110100000001100001001011100010100100110001000010000
sz000536,华映科技,100000111000111010101110101010111000100101110101001110011000
sz000635,英 力 特,010101111110101110101011000011011100110101101101101110111101
sz300158,振东制药,010101101100111110101111100101101011011101000110111000011000
sz301186,超达装备,011001111110101111001110000001101101101111010001101011011100
sz002606,大连电瓷,011000101110111111001011100000111000101001101101111100011000
sz000903,云内动力,001001101100101010101111100010111100100000000101101000011100
sz301042,安联锐视,111000111010101110001110101001011000100101111111111110001001
sz002078,太阳纸业,011001011001111001011000011101010101000101011011000000001101
sz002408,齐翔腾达,011101101010101101001011100111001000000101001100100001011000
sz000883,湖北能源,110101000101001111000010000010011100100100000000000100001100
sz301203,国泰环保,011101111110100111001011100000111001111001101111011000011010
sz000812,陕西金叶,011100111110111101001010100001111000110101101000001000011110
sz301278,快可电子,011001111010101111100110111000111000110001101101001000011000
sz300236,上海新阳,010101101010101101101110000000111000100111011101001110111101
sz301081,严牌股份,011101111111101110001110101001101000111101000101000000011100
sz001215,千味央厨,010101110111100000001110100000111100011101101001101000011001
sz301508,中机认检,010101100100101100100111101000101110101111011101011000011110
sz002171,楚江新材,011100111001011100001011101010011100101101111101000100011100
sz300690,双一科技,111001111010111011011011110000100000100101110101101010011011
sz000802,北京文化,010101111000101000101110100010111000110101100111101001011001
sz301360,荣旗科技,010000111010111010001110101000011000100101111101001110011100
sz300200,高盟新材,111111111110101010101011101110101101110110010101101100111101
sz002083,孚日股份,011100111010101010100011110011000000011001101111001000111101
sz002903,宇环数控,111100101110101110101110101000100000110100111101001010011101
sz300661,圣邦股份,111100101011100100011000001010111100100101111001000010011100
sz002920,德赛西威,100000111000111010101110101010100110011100100100000110101100
sz301180,万祥科技,011000111000111100111110101000111000100100111101001110011100
sz300723,一品红,111110111100101000010100000011111101010111001110101000010011
sz002674,兴业科技,011101101110101110101110100001111000111101101101001000111011
sz300150,世纪瑞尔,111101111010111100111110101000011010100101010101101000011110
sz000755,山西高速,010101110101101101101011010000011100110111001001101100010000
sz300813,泰林生物,010001111100101100001110101001111001110111101101001000011000
sz300412,迦南科技,011101101100111010001110101001011000010101100101101000011101
sz000950,重药控股,010101101010111101101100100010111100010111100100101100011101
sz300840,酷特智能,100001101000101010101110101110101010110111110100001100011101
sz002982,湘佳股份,011111010110001000001010100011011000110111000101001000011101
sz002962,五方光电,111000101010111110101111101000101000100101110101101011011100
sz000166,申万宏源,001101110000110100100110101010011100010111110101001100011100
sz002009,天奇股份,001000111100101010001110101010100000100101110101101110011101
sz300538,同益股份,111001101000101101011011000010111001100101011101001010111001
sz002921,联诚精密,001000111100111010001111100000100000110101101101101000011001
sz002215,诺 普 信,001101110100101001011010000010111100110001010101001000011001
sz300528,幸福蓝海,001101110101101000111110101010111001101101110111101001011011
sz000830,鲁西化工,010101100100101111100011000110000100000100101110000100111101
sz002698,博实股份,000000111000001010101110101010101000000101110100101110011100
sz301175,中科环保,010101100100101000101010100000011000101101010101110100011100
sz000557,西部创业,011101110100101101001011100010010000000100000000000100011101
sz300425,中建环能,010101110100101110101110101011111000101101110001001110011100
sz002737,葵花药业,010101111010100100101110101000100000011101000111101001001101
sz002727,一心堂,011101110110101101110100010100111011000101000100100010010011
sz002870,香山股份,011000111000111010111111101000101100100101010001101010011000
sz000931,中 关 村,010100111111101111001011100111111001011101101100110100011001
sz300626,华瑞股份,001001111000111110001110111000101000110101111100101000011101
sz002236,大华股份,101000101001111010101110101010111100100100110101101110011110
sz000869,张  裕Ａ,011101110011101000110000110010011100111011100100001100111001
sz001328,登康口腔,101001110111001001001011010101010010010111101110100001111001
sz002653,海思科,010110111011101101011100111001010110110110100010100010010001
sz002627,三峡旅游,011101111101101101100011000100111100010101101101000100011010
sz000628,高新发展,001000111110111010101110100010010000010101111100001000011100
sz002001,新 和 成,010001111110011111000100100111100111000011001101110001110001
sz000548,湖南投资,110000101110101100101010101011011100111101101001001100011100
sz300801,泰和科技,110101101110111010001010101000111101111101101111100101111100
sz301556,托普云农,011111110100101111001010101000101000101111010010111000011011
sz000922,佳电股份,011000110100101011000010100010111000101100110110101110011100
sz300286,安科瑞,110101101010111010100110100000101000101100100001001010011100
sz301108,洁雅股份,011101110010101001001111110101011101010001100110101000011000
sz002625,光启技术,001101111101101001100111000001010111101100100100010010011101
sz300592,华凯易佰,010101110110101100000110101010001000110101110101101000011101
sz002415,海康威视,000001110000111000001110101010101100100100110000000110011101
sz002272,川润股份,001101111110001000011110100110111000110101010101001011111100
sz000930,中粮科技,010101110111001100100011000000011000110101101101001100011000
sz300641,正丹股份,111111010110110010001010101011001000100110101101001001011101
sz000409,云鼎科技,101100111110111010110110101010111000101101011101101000011101
sz300855,图南股份,010101101110101101001010101000111000100110010101001010011101
sz002827,高争民爆,011101111110011111000011101010111100100111001101111100111101
sz002107,沃华医药,010000111110111111101111110101111000011111101101100000011000
sz300583,赛托生物,010100110100001010001110100000100001000101000100001000011001
sz002841,视源股份,001000101000111010110110101010101000100101110001101110011101
sz000025,特  力Ａ,101100111101110000000010101011011101111101100101011000011101
sz301601,惠通科技,111111110110101000101110101110100100000111000101101010011111
sz000570,苏常柴Ａ,110100111100111110101011100010111100111101101101001010111100
sz002158,汉钟精机,001000101000101010101011101100001100101101110001001100111100
sz301337,亚华电子,010101100100011000001110111000110000110101100101001000011100
sz002544,普天科技,101001101100101010101111101000100010110011010000001000011111
sz300708,聚灿光电,101101111010101110101110101010011000100100110101101110111100
sz002174,游族网络,001100111110111010011110100010101110111100101000000000010001
sz300359,全通教育,001101110010001000001110101100010000110101100101101000011101
sz000901,航天科技,010000101100111110001111101000110001111100100001001100011111
sz002022,科华生物,010100110110111100011110110001011100110011101101000000011001
sz002198,嘉应制药,010100111110101101011011100000110001010111101100001000111001
sz300229,拓尔思,100101111000011010100110101010001010100101110101101000011101
sz002420,毅昌科技,100000111110111110001110101000111000100101101001000010011100
sz300788,中信出版,011101110011111000011110101010111000100101110111101001011101
sz301229,纽泰格,101000111100110011001100100101101110100101011000001000011100
sz300015,爱尔眼科,010101101001111001110010001110011000000101100101001000011101
sz301371,敷尔佳,011001111110001000001110110101001100011001100110101000011101
sz300955,嘉亨家化,011101111110101101001111000101011110010001100110101000011100
sz000729,燕京啤酒,111111110101100001111001010001111111011011101000001000101001
sz001324,长青科技,011100111100101010001110101000010010101101111101001000011001
sz300658,延江股份,011001110110101011001011100011101000110101100100100000011100
sz300402,宝色股份,010001101100011110100011101000101000101111000101011110011110
sz300294,博雅生物,010111110100101100001110100100101100010111001100100000011101
sz301611,珂玛科技,010101101001101011001110101000111000100100110101010010011100
sz002510,天汽模,010101111001001110001111101010100000110101001101101000111100
sz000712,锦龙股份,011100101100111100001010101010000000100111110101101100011100
sz300888,稳健医疗,101001100111001011011100010101011000010011100010000000011001
sz000019,深粮控股,010111010110101100101111100011011000110011101011001100111100
sz001380,华纬科技,101101101011001010111110101000100001101101010000001000111100
sz001230,劲旅环境,100000110110101110101110110000101100110000000101101000011101
sz002677,浙江美大,011001111100001010111011100010110000111001101101000100001001
sz002281,光迅科技,101100101000111010110110100000100000101101111100101010011011
sz000987,越秀资本,011101110101111100100010001010010000100101110101101000011100
sz301053,远信工业,011000111010011010001110111010110000101101111111001010011110
sz300596,利安隆,001001011000111100001010101110001001010101111101101100011101
sz300051,琏升科技,010000010001010010100010101100110100110101010100001000111001
sz002301,齐心集团,011000111110101100001110101010011100111101100111101000011101
sz301122,采纳股份,110001101110111100101110101001100000010101000100111000011100
sz002531,天顺风能,011101101110111001100011101010011000101111100101111100011101
sz002791,坚朗五金,011101110110100001100011001010111000110101100101001100011100
sz301036,双乐股份,010001101010101000101011101000101101110101110110101010111101
sz002901,大博医疗,111101111100111100001111000101101001011101100100010000111100
sz000099,中信海直,000001101000101010100111101000011100100111010100101000011110
sz002675,东诚药业,011001101110110101001100100101001101011101100110100000011001
sz300912,凯龙高科,010001111110100011101111101001101000100101101000001010011111
sz301152,天力锂能,010001101000111111001110101010111101010101100100101111111100
sz000157,中联重科,001001111000111010000010111000100000100100001011000100011100
sz300304,云意电气,011000101000111110001110101000111000101100100101001010011100
sz002176,江特电机,011101101100111011101110101010101100010100100111001101011100
sz000913,钱江摩托,100000111010111010000110101010110000001100110001100000011101
sz300751,迈为股份,011100101000101100101111100000011000110100110101001110011100
sz000532,华金资本,001000111100111100000010101010010011000101110110101100011101
sz300168,万达信息,011101101100111010011110101010011000110101110100101100011111
sz002318,久立特材,010001011011011000000011010111001101001110100000110100001101
sz002085,万丰奥威,001000101000011010100110101000101000100111010100101000011110
sz300746,汉嘉设计,011101101100111011101011001011011100101111000100001100010100
sz000728,国元证券,011101110000011101101010101010000100000101110101101100011100
sz301097,天益医疗,011001111100101110111111101101111001110101100101101000010010
sz002039,黔源电力,100101111110111001100111110110011000110000101110000100001010
sz002243,力合科创,100100101110111000001110000000010100100101110100100100011111
sz300540,蜀道装备,110101101100101001001110101000111000100101101101111100011101
sz000544,中原环保,010101111110111101101110110010111000101101101011100100011100
sz300666,江丰电子,110100101010101110010110100000110100110101111100000010011100
sz002957,科瑞技术,001000111010111111101110101001111100101101110101101110011100
sz000752,ST西发,111101111111001111010111100100001001010111101000001010011000
sz002046,国机精工,001000111100101010001111101000100000110101110101011100011101
sz002906,华阳集团,100000111000111010100110100010111100000100110001101010011100
sz000537,中绿电,010101101100101101100010000010011100100110000000000100011101
sz300035,中科电气,111001101010111110001111101010001100110101101101111100011001
sz002073,软控股份,001000111100111110001110100010111000101100111101101010011101
sz002877,智能自控,011000101100101110101110100010111100110101111110001110011101
sz002238,天威视讯,001101111110011010101110100000111100111100110111101001011011
sz300284,苏交科,000101101000011010101110101010011000110110000100001000011111
sz000685,中山公用,010101111010101101100010100010010000101101100101101100011100
sz003006,百亚股份,101001011110101001011010011111011000000001101010000000111011
sz000989,九芝堂,101110011111111111110110100111001011000111100100101000110101
sz301226,祥明智能,001000111010101010101110101000100000100101110101101100011001
sz002232,启明信息,010100101100101010101111101000111000100101010001101000011111
sz003004,*ST声迅,001010011111000101001100111011010010101100001001000100011010
sz002213,大为股份,111100101000101110001110101000111010100101111001001111010000
sz002880,卫光生物,010111110100101000001110110101111000110111101100101100011101
sz301267,华厦眼科,010101101000101101101110101000001100100101100101101100011100
sz002041,登海种业,011111010100101100001111100101011000110101101111000100111101
sz000155,川能动力,010101101101001101101010100010011101010110011001000000011101
sz301510,固高科技,101001101000011011001110001000100000100101110101101010011101
sz000829,天音控股,101100111100111010101110101010111000100101110101001100011110
sz300149,睿智医药,010100111100101100001110100000111111010111000100111000010000
sz302132,中航成飞,010101101100101110111101101010100100000101111101011010010111
sz301428,世纪恒通,100101111001101100001110101010111000100100010101101101011111
sz300346,南大光电,110101101001101110101110001010011001110101010101011010111100
sz002023,海特高新,011000101000101110001111101000010110111111010101101010111101
sz300017,网宿科技,101001101001011010101110100010011000100101111001101000011111
sz300852,四会富仕,001001101010111010001110111110101000100101110101101010011011
sz002214,*ST大立,001000011100001001010001111001000100010111010111101010011000
sz002053,云南能投,010101110110001111100010110100011100101011100100001100000000
sz300146,汤臣倍健,010101110111111100011010100111001000110111100100101000011101
sz300603,立昂技术,100101101000011010001110101010110010100101111101001000011111
sz300014,亿纬锂能,010001101000011011000110101010011110010001100001001001011100
sz300834,星辉环材,010101111110101111011010101110011001110101000110001000011001
sz301099,雅创电子,101101101110110010001010001000111000100101110001101110011110
sz300726,宏达电子,011000111001001001100011101000010110100111011001010011011101
sz300684,中石科技,111100101000111110101110101000100000100101110001101010011101
sz300677,英科医疗,011000101010111110000011101010101001010111000101101101011100
sz002432,九安医疗,110000000111011111100010001010101000000101100101001100011100
sz002326,永太科技,011000111010111010001111101000101001110101110100001010011101
sz301217,铜冠铜箔,000001101000111010101110101000111100111101101110101111111011
sz300771,智莱科技,011101101110101110011110100011111100101101001101101010111000
sz002457,青龙管业,000101110100111110101011101001011001110111001101001110111010
sz002020,京新药业,111001111110001101011100000110101001011101100110110000001001
sz301209,联合化学,111101001110111011011101101001111111010010011010001010011011
sz002768,国恩股份,111101111110101111010011101010101001101011111101100000101110
sz002892,科力尔,001000111000011010101110111010110001000101100000101100011101
sz002139,拓邦股份,001000101000111110101110101000111000100101110001000010011100
sz300481,濮阳惠成,010001101000101110001110101000011001100101111100001000111001
sz300920,润阳科技,110101111001101100110111111100100111000111101101111000111001
sz301378,通达海,101101101110001010111110101010011000100101111101101000011101
sz300823,建科智能,011101111000111010001110101010101000101101111101101010011101
sz000756,新华制药,110101111100111101001010101001110101000111000100101000111001
sz301321,翰博高新,100000101100111010111111100001100000101001101101001110111100
sz300601,康泰生物,010101110000111000100110101100101000010111100100100100111100
sz300595,欧普康视,010101101010001100001110101010101100111101100100100100011100
sz001205,盛航股份,011100101000001110100110100010010100110110100110000100111110
sz300456,赛微电子,010101101000101110101110101010011100110100010101000110011100
sz002034,旺能环境,100100110000001000101100101011010000011101100100000110011101
sz001209,洪兴股份,011000111100101100110011100011101110111001100110001000011010
sz300971,博亚精工,000000111010111010001110101000101000100111000101111110011111
sz300745,欣锐科技,000001111100011010010110100000111011010101100101100100011000
sz002747,埃斯顿,001000101000111010001110101000010000100101110110101010011100
sz300503,昊志机电,001001111010011010001110101000101000100101010101001111011100
sz301118,恒光股份,011111010000101000001011101011111001100100001101111111010000
sz002126,银轮股份,001000101000011010101110101000100100000101110001101001001100
sz301163,宏德股份,011000111110101010101111101001101000101101101101101010011000
sz300876,蒙泰高新,110101101010001010001110101010011000010101011111111011111100
sz001226,拓山重工,001100111110101100101110100000111000111101110100101010011001
sz300508,维宏股份,111001111010111010001110101000101000100101111101101010011100
sz301618,长联科技,110101111101101110110011100001100010010011010101101000011001
sz300623,捷捷微电,001001101000101100101110101010011000100100010101101010011100
sz300573,兴齐眼药,110100101100100100011010010001101110100111100100001010011101
sz300896,爱美客,001101110010101000101110001011001000010101100101100000111100
sz301397,溯联股份,000000111000111010101110001000101001110000110011101010111000
sz301363,美好医疗,111001101011101010000110111000101101000101001110001001011101
sz301362,民爆光电,100001111110111110001111110000011000100100001101001110101011
sz301288,*ST清研,001000111000000000000011111011011101011001111110001000001110
sz301215,中汽股份,010101100010111110001110101000100100111100000101100100011010
sz301169,零点有数,101001110110001110101110101010111000101110010000101010011111
sz301079,邵阳液压,111000100011000100110101111110010001011101111001001011111101
sz301049,超越科技,011101110100101110001110101000111100110101001001101000111010
sz301037,保立佳,010000011010010110001010001000101001010101111101101000011000
sz300997,欢乐家,010101111111001100000110111101011000111101100101101000011011
sz300935,盈建科,111101111001101001001101100000011000100101111101001110011100
sz300799,左江退,101101010001111101000011000010010010111000000000000000010010
sz300777,中简科技,010101111001001111101011001000111001100111101101100010011100
sz300747,锐科激光,110001101010101010001110111000010000110101100001011110011110
sz300742,越博退,110100010111010001011001010001010001001110000000100000000010
sz300715,凯伦股份,111000111000111110000000100000110100100111101100001000011000
sz300711,广哈通信,000001101010011010001111111000001000100101110100001110111111
sz300707,威唐工业,001100101000101110101110101010100100100101110101001000011100
sz300700,岱勒新材,011000111000101001101110100001111001110101110011111110011010
sz300696,爱乐达,010101111100101101001111101000000111000100011101011110011111
sz300691,联合光电,011100001101100111110011101010111010100011010000101110011100
sz300630,普利退,011000100000011010101011001001001111110101000111001011001010
sz300612,宣亚国际,001101111000101000111110100010111000100101110101101000011100
sz300575,中旗股份,011101100100101100001011101100100001010101011100101100011000
sz300526,中潜退,100110101100000010101010001010001111100000101101010000100010
sz300507,苏奥传感,001000010011010001110100011000101000100101100101101010011100
sz300504,天邑股份,101101101000111110011110101000111000110101011100101111010011
sz300495,*ST美尚,010010111111011100110111010001000100111100000001001100000000
sz300477,ST合纵,001010110111001100000111111001011100110100100110110010011000
sz300467,迅游科技,011100101110111010001110101110110100111101010001101000011100
sz300431,暴风退,001001111111100110100011110010000001100000001000010000000000
sz300413,芒果超媒,110101110111011000000111101011101000000101110101101000011100
sz300409,道氏技术,001001101010011100001110101010101100110100100101001110111100
sz300392,腾信退,001100011010000101010010000101001101001100001110000100001000
sz300388,节能国祯,010101110110101110001010101000011000111101100101101100011100
sz300372,欣泰退,000000000010001010011001011010000001101000101100011101100100
sz300367,网力退,100001001000100010100000100011011010010100010101100000000100
sz300362,天翔退,000011000011010100100000000110000011101010100100101110001011
sz300356,光一退,110100011001000000011000100111100100011001001100001001000100
sz300337,银邦股份,001001111010011010101110101010101000100101110101111010011101
sz300336,新文退,010000010100000010010111000110011101010010100000100010100101
sz300330,计通退,011101110100101000010111011110000010010011101001000110110010
sz300325,德威退,100010011011001010000000101000011000000100001000011000000011
sz300318,博晖创新,010111110100101000000110000010101100011101000110100000011001
sz300317,珈伟新能,110101100110011011110111100100111000110101101101001100111000
sz300312,邦讯退,000100001001001110110011101111100010011001001110000010010000
sz300309,吉艾退,000111010011110000100101111001101010100101010001000000000000
sz300297,蓝盾退,001111001011000100000010010001100010100010010000000100001011
sz300296,利亚德,001001101000011010101110101010111100100101010101101110011100
sz300282,三盛退,110100010110101101000001110100111001001110000100001001000000
sz300280,*ST紫天,010011001011101101100110100000101111110010100111000101101001
sz300277,海联讯,101101111010111101101010101000110000101111110010001000011100
sz300273,和佳退,011101011011010001010010001000011101011110000001100011000010
sz300262,*ST巴安,101100101110001010001010111010000011110100010111000111100010
sz300261,雅本化学,010101101111001100011011000111011111010101011110101000011000
sz300256,星星科技,001101101010010010001110101010111010100101110101101110011100
sz300225,金力泰,011000011011110000110100100110011011100101011100101001000111
sz300221,银禧科技,011100101001111110001110101000100001110100111000001000011000
sz300219,鸿利智汇,010101111110111110011110101000111000100101110101101110011100
sz300216,千山退,011010000011010011000010000110000000000000000000000000000011
sz300208,*ST中程,111100100000010101100101110110011001000010001111101000010000
sz300202,聚龙退,100011000000100111110000001011001000101010010111101100000000
sz300197,节能铁汉,001101101100011110100110101000111100110101100100100000011100
sz300186,大华农,001111011110010011101010110000110010111101110110100111111001
sz300182,捷成股份,001101101010111010111110101000111010100101110111101001011100
sz300178,腾邦退,110000111000001001111000001001101010000110001000000001100000
sz300156,神雾退,010011000010100100000000000000000000000000010000000000100000
sz300142,沃森生物,010101110000111000000110100011101001010101000100001100110100
sz300117,*ST嘉寓,010100111001110001000111101100000001001101100100101001010000
sz300116,*ST保力,011111111010001001000100100010101100100000101000010000000001
sz300108,*ST吉药,010011011001001110010011011111001010010110001010100010000001
sz300104,乐视退,111010000011111010100111000010000000000000000000000110000100
sz300090,盛运退,110000100000110010000000000010000000000100000100000000100000
sz300089,文化退,011110011000101001011001011100010100001011001010100000000000
sz300087,荃银高科,111111010100001100001011001010001000110111110111001000011100
sz300083,创世纪,101001111000011010001110101000101000100101110101101010011001
sz300071,福石控股,000101110010001000011110100010111000101101010111101000011011
sz300064,金刚退,100000010001101011001000000110010001010001101110011101111001
sz300038,数知退,100011000000110111100010000110001000100100001001100000000010
sz300028,金亚退,000000001010011010111100100010000000010001000000000000000000
sz300023,宝德退,010011001000001111101000101111011011101001101000110001100000
sz300011,鼎汉技术,011101111100011010001110101010111000100101011101101010111100
sz002928,华夏航空,011101110101100001100010101010001110111001000100001000010100
sz002781,奇信退,001101111000010101010010001001101100000000000000010001100001
sz002776,*ST柏龙,011010010000001111010110100001000011101000100000000000000000
sz002772,众兴菌业,011101010100101001001011110011001000110101101110101100011000
sz002770,科迪退,010110000011001111110101001101010101110100001001000010001111
sz002766,索菱股份,011000111110111010001010101010101000101100101101101000011000
sz002762,*ST金比,001100010101110110001001111100110111110001011111000100000101
sz002757,南兴股份,100100101010001010101110101110100010100111111100001000011101
sz002751,易尚退,001101001110010001111100011100000111011000000111100000000100
sz002750,龙津退,000111000110110011010100110100000101110100010001000000011000
sz002740,*ST爱迪,101001110001100001110010110001101101000000000000000000000000
sz002711,欧浦退,010001000011100000100100000101000000000011100000100010001101
sz002699,*ST美盛,001101000000111111010100010111010001000000100000000000000000
sz002697,红旗连锁,101101110101111110100010101011111100101101100101001000111101
sz002684,猛狮退,110000000000011010110011110000000000101110000110001100011001
sz002680,长生退,000000000000000100101001011111000000000000110111001111111001
sz002673,西部证券,011101111000111110111110101010010000100101110101001100011100
sz002665,ST航高,011110010000010000001000000001010011100000000000000000000000
sz002664,信质集团,001000111010011110101110101001110001101001110000101000011100
sz002632,道明光学,011100101010111110101010100000111000100101111110001100111010
sz002621,*ST美吉,001101100011010101000001100100110000000000000000000000000000
sz002619,*ST艾格,011010101000100011000110101001101000011000010000110100000000
sz002618,丹邦退,010110000001001110110010100101000000001000000100000111111101
sz002616,长青集团,111101111110101001100010110000110100111101001100001000011001
sz002610,ST爱康,101000101010001010001001001110000000000000000000000000000000
sz002604,龙力退,111000000110001110101111001000000000000000000000000001001000
sz002593,日上集团,100100111100011110001110001000111000111001111101001000011101
sz002574,明牌珠宝,001101110110101100010110000101011111111001100100101000010011
sz002573,清新环境,010100101110101100101010100010111000110101101001011100011101
sz002571,德力股份,001101101110110010111001101001110000110101101100101011111000
sz002556,辉隆股份,011101110100001101101011000010011100110101111111100000110001
